=== TABLES ===
tb_chat_items	win_point5	지난주 후기포인트 5점 우승자	tinyint	NO	0		
tb_chat_items	regist_id	등록자 아이디 : 상담사=상담사코드, 회원=회원코드, 관리자=관리자 코드, 시스템=system 	varchar(25)	YES	NULL		
tb_chat_items	regist_date	등록일	timestamp	YES	CURRENT_TIMESTAMP		DEFAULT_GENERATED
tb_chat_items	last_update_date	최근수정일	timestamp	YES	CURRENT_TIMESTAMP		DEFAULT_GENERATED
tb_chat_items	ch_suggest	추천아이템 여부	enum('Y','N')	YES	N		
tb_chat_items	ch_online	상담가능여부(on:상담가능,off:부재중)	enum('on','off')	YES	off		
tb_chat_items	ch_counsel_field	상담분야 태크 카운팅	mediumtext	YES	NULL		
tb_chat_items	ch_counsel_field_search	검색용 상담분야 태그 카운팅 제일높은 2 or 3개 	varchar(150)	YES	NULL		
tb_chat_items	m3_cm_re_cnt	최근3개월 상담사 답변	int unsigned	NO	0		
tb_chat_items	w1_duration	1주간 통화시간	int unsigned	NO	0		
tb_chat_items	ch_recent_duration	 최근 4시간동안 채팅상담시간	int unsigned	NO	0		
tb_chat_items	ch_weekly_duration	 주간 채팅상담시간 업데이트	bigint unsigned	NO	0		
tb_chat_items	st_code	사이트코드	varchar(25)	NO	NULL		
tb_chat_items	ch_sort	아이템노출순위	int unsigned	YES	0		
tb_chat_items	ch_greeting	채팅 인사말	mediumtext	YES	NULL		
tb_chat_notify	cn_no		int unsigned	NO	NULL	PRI	auto_increment
tb_chat_notify	ch_code	채팅방 코드	varchar(25)	NO	NULL		
tb_chat_notify	cn_type	신고유형(내담자, 상담사)	enum('caller','callee')	NO	NULL		
tb_chat_notify	cn_register_id	신고자 아이디	varchar(256)	NO	NULL		
tb_chat_notify	cn_register_nick	신고자 닉네임	varchar(100)	NO	NULL		
tb_chat_notify	cn_notifier_id	대상자 아이디	varchar(256)	NO	NULL		
tb_chat_notify	cn_notifier_nick	대상자 닉네임	varchar(100)	NO	NULL		
tb_chat_notify	cn_notify	신고내용	varchar(256)	NO	NULL		
tb_chat_notify	cn_notify_text	신고내용(기타)	varchar(256)	YES	NULL		
tb_chat_notify	cn_chat_ids	신고된 채팅 메세지 sendbird id	text	NO	NULL		
tb_chat_notify	cn_chat_text	신고된 채팅 메세지	text	NO	NULL		
tb_chat_notify	regist_date	등록일시	timestamp	NO	CURRENT_TIMESTAMP		DEFAULT_GENERATED
tb_chat_notify	cn_status	처리상태	enum('standby','complete','incomplete')	YES	standby		
tb_chat_notify	cn_result	처리결과	varchar(100)	YES	NULL		
tb_chat_notify	cn_result_date	처리일시	timestamp	YES	NULL		
tb_chat_rooms	cr_no		int unsigned	NO	NULL	PRI	auto_increment
tb_chat_rooms	cr_room_code	채팅방 코드	varchar(25)	YES	NULL		
tb_chat_rooms	cr_room_url	sendbird chat url	varchar(100)	NO	NULL		
tb_chat_rooms	cr_type	counsel = 채팅상담, goods = 작업물채팅문의	varchar(20)	YES	NULL		
tb_chat_rooms	ch_code	채팅 아이템 코드	varchar(25)	YES	NULL		
tb_chat_rooms	gd_code	상품 코드	varchar(25)	YES	NULL		
tb_chat_rooms	it_code	아이템 코드	varchar(25)	YES	NULL		
tb_chat_rooms	ce_code	상담사 코드	varchar(25)	YES	NULL	MUL	
tb_chat_rooms	ac_id	회원 아이디	varchar(256)	NO	NULL	MUL	
tb_chat_rooms	cr_status	채팅 상태	varchar(20)	YES	standby		
tb_chat_rooms	cr_end_reason	채팅 종료 이유	varchar(50)	YES	NULL		
tb_chat_rooms	cr_add_duration	채팅 연장 시간(초)	int unsigned	YES	NULL		
tb_chat_rooms	cr_start_date	채팅 시작 일시	datetime	YES	NULL		
tb_chat_rooms	cr_end_date	채팅 종료 일시	datetime	YES	NULL		
tb_chat_rooms	cr_regist_date	채팅 개설 일시	datetime	YES	NULL		
tb_chat_rooms	cr_last_message	최종 채팅 내용	varchar(250)	YES	NULL		
tb_chat_rooms	cr_last_date	최종 채팅 일시	datetime	YES	NULL		
tb_chat_rooms	cr_unread_caller	내담자 읽지 않은 메세지 수	int unsigned	YES	0		
tb_chat_rooms	cr_unread_callee	상담사 읽지 않은 메세지 수	int unsigned	YES	0		
tb_chat_rooms	ca_id	tb_call_connect - ca_id	varchar(30)	YES	NULL		
tb_chat_rooms	cr_timer_start	채팅 타이머 시작 여부	enum('Y','N')	YES	N		
tb_chat_rooms	sh_code	대면상품 코드	varchar(25)	YES	NULL		
tb_chat_rooms	cr_message_count	메시지 총 갯수	int	YES	0		
tb_chat_rooms	cr_absence_caller	내담자 자리비움 시간	datetime	YES	NULL		
tb_chat_rooms	cr_absence_callee	상담사 자리비운 시간	datetime	YES	NULL		
tb_chat_rooms	cr_disconnect_caller	내담자 연결해제 시간	datetime	YES	NULL		
tb_chat_rooms	cr_disconnect_callee	상담사 연결해제 시간	datetime	YES	NULL		
tb_chat_rooms	cr_absence_callee_5m	상담원 자리비움 5분 메시지	varchar(10)	YES	N		
tb_chat_rooms	cr_absence_caller_5m	내담자 자리비움 5분 메시지	varchar(10)	YES	N		
tb_chat_time_add	ct_no		int unsigned	NO	NULL	PRI	auto_increment
tb_chat_time_add	it_code	아이템 코드	varchar(25)	YES	NULL		
tb_chat_time_add	ch_code	채팅 아이템 코드	varchar(25)	NO	NULL		
tb_chat_time_add	cr_room_code	채팅방 코드	varchar(25)	NO	NULL		
tb_chat_time_add	ce_code	상담사 코드	varchar(25)	NO	NULL		
tb_chat_time_add	ac_id	회원 아이디	varchar(256)	NO	NULL		
tb_chat_time_add	ct_add_time	연장 시간(초)	mediumint unsigned	NO	NULL		
tb_chat_time_add	ct_status	연장 상태 yes, no	varchar(20)	YES	NULL		
tb_chat_time_add	ct_request_date	연장 요청 일시	datetime	NO	NULL		
tb_chat_time_add	ct_response_date	연장 응답 일시	datetime	YES	NULL		
tb_coin	ci_no	 코인 번호 	int unsigned	NO	NULL	PRI	auto_increment
tb_coin	od_code	 결제코드 	varchar(25)	YES	NULL	MUL	
tb_coin	ca_id	 통화 아이디 : get_ca_id로 생성되는 UNIQUE ID 	varchar(25)	YES	NULL	MUL	
tb_coin	pd_code	 상품 코드 : get_pdcode 함수 호출로 입력 	varchar(25)	YES	NULL		
tb_coin	it_code	 아이템 코드 	varchar(25)	YES	NULL		
tb_coin	st_code	 사이트 코드 	varchar(25)	YES	NULL		
tb_coin	ac_no	 계정번호 	int unsigned	YES	NULL	MUL	
tb_coin	ac_id	 계정 아이디 	varchar(256)	YES	NULL	MUL	
tb_coin	cr_code	 회원코드 	varchar(25)	YES	NULL	MUL	
tb_coin	cr_phone	회원휴대폰번호	varchar(100)	YES	NULL		
tb_coin	ci_content	 코인 내용 	varchar(256)	YES	NULL		
tb_coin	ci_type	코인사용 구분 : charge=충전, use=사용, refund=환불, return =회수	enum('charge','use','refund','return')	YES	NULL		
tb_coin	ci_charge_type	 코인타입 : free=무료,pay=유료,admin=관리자지급,event=이벤트 등 	varchar(20)	YES	NULL		
tb_coin	ci_use_free	 무료 코인 차감 금액 	int	NO	0		
tb_coin	ci_use_pay	 유료 코인 차감 금액 	int	NO	0		
tb_coin	ci_use_total	 전체 사용 금액 	int	NO	0		
tb_coin	ci_charge_free	 무료 코인 충전 금액 	int	NO	0		
tb_coin	ci_charge_pay	 유료 코인 충전 금액 	int	NO	0		
tb_coin	ci_charge_total	 전체 충전 금액 	int	NO	0		
tb_coin	ci_current	 현재 코인 잔액  	int	NO	0		
tb_coin	regist_date	 등록일 	timestamp	NO	CURRENT_TIMESTAMP	MUL	DEFAULT_GENERATED
tb_coin	ci_admin_msg	  	text	YES	NULL		
tb_coin	ci_device	 접속 매체 구분 	varchar(50)	YES	NULL		
tb_coin	country_code	 국가번호 	varchar(5)	NO	kor		
tb_coin	verify_code	중복방지를 위한 코드	varchar(100)	NO	noset	UNI	
tb_coin	ci_category	코인구분	varchar(20)	NO	call		
tb_coin	ci_start_coin	코인 반영전 코인	int	YES	NULL		
tb_coin_info	fc_no	pk	int unsigned	NO	NULL	PRI	auto_increment
tb_coin_info	ci_no	tb_coin pk	int unsigned	NO	NULL	UNI	
tb_coin_info	st_code		varchar(25)	NO	hongcafe		
tb_coin_info	cr_code	계정코드	varchar(25)	NO	NULL		
tb_coin_info	cr_phone	계정전화번호	varchar(100)	NO	NULL		
tb_coin_info	fc_charge	코인 지급금액	int	NO	0		
tb_coin_info	fc_use	코인 사용금액	int	NO	0		
tb_coin_info	fc_return	회수금액	int	NO	0		
tb_coin_info	fc_refund	환불금액	int	NO	0		
tb_coin_info	fc_content	코인내용	varchar(256)	YES	NULL		
tb_coin_info	fc_return_content	코인회수내용	varchar(256)	YES	NULL		
tb_coin_info	fc_refund_content	코인환불내용	varchar(256)	YES	NULL		
tb_coin_info	fc_status	사용내역 (충전, 사용완료, 회수)	enum('charge','use','return')	NO	charge	MUL	
tb_coin_info	fc_type	유료, 무료 구분	enum('free','pay')	NO	pay		
tb_coin_info	fc_expire	만료일	timestamp	YES	NULL		
tb_coin_info	fc_regist_date	등록일	timestamp	NO	CURRENT_TIMESTAMP		DEFAULT_GENERATED
tb_coin_info	fc_update_date	사용일 환불일 등	timestamp	YES	NULL		
tb_comment	cm_no	 후기 ID 번호 	int unsigned	NO	NULL	PRI	auto_increment
tb_comment	st_code	 사이트 코드 	varchar(25)	NO	NULL	MUL	
tb_comment	ca_id	 통화 아이디 : get_ca_id로 생성되는 UNIQUE ID 	varchar(30)	YES	NULL		
tb_comment	ce_code	 상담사 코드 	varchar(25)	YES	NULL	MUL	
tb_comment	cr_code	 회원코드 	varchar(25)	YES	NULL	MUL	
tb_comment	ac_id	 계정 아이디 	varchar(256)	YES	NULL	MUL	
tb_comment	cm_parent	 후기 부모글 	int unsigned	YES	NULL	MUL	
tb_comment	cm_main	 후기 최초글 구분 	enum('Y','N')	NO	Y	MUL	
tb_comment	cm_content	 후기 내용 	text	YES	NULL		
tb_comment	cm_ip	 후기 등록 아이피 	varchar(50)	YES	NULL		
tb_comment	cm_point	 후기 평점 	float	NO	0		
tb_comment	cm_like_cnt	 후기 좋아요 수 : 후기 좋아요는 첫글에만 가능?? 	int unsigned	NO	0		
tb_comment	regist_date	 등록일 	timestamp	NO	CURRENT_TIMESTAMP	MUL	DEFAULT_GENERATED
tb_comment	cm_child_exist	 댓글존재여부 	enum('y','n')	NO	n		
tb_comment	cm_img_url	 댓글 이미지 URL 	varchar(512)	YES	NULL		
tb_comment	ca_duration	 통화시간(초) 	int	NO	0		
tb_comment	best	 베스트 후기 , 0=일반, 1=베스트 	enum('Y','N')	NO	N	MUL	
tb_comment	cm_status	 후기 노출 여부, 0=숨김, 1=사용 	tinyint	NO	1		
tb_comment	cm_blind_reason	 후기 블라인드 이유 	varchar(255)	YES	NULL		
tb_comment	photo_banner	 포토후기 상단노출 여부 	enum('Y','N')	NO	N	MUL	
tb_comment	cm_point_remove	 별점 적용 여부 	tinyint	NO	0		
tb_comment	ca_type	 통화종류 	varchar(15)	YES	NULL		
tb_comment	ca_end_time	 통화종료시간 	timestamp	YES	NULL		
tb_comment	ac_status	 회원상태 : 0=이용대기, 2=이용가능,3=이용중지 전체, 4=이용중지 060,5=본인탈퇴,6=강제탈퇴, 	tinyint	NO	2		
tb_comment	ac_nick	 계정닉네임 	varchar(25)	YES	NULL		
tb_comment	cm_style	 상담사의 상담스타일 	varchar(100)	YES	NULL		
tb_comment	cm_counsel_field	아이템의 상�NULL	PRI	
tb_coupon	st_code	 사이트 코드 	varchar(25)	YES	NULL		
tb_coupon	cu_name	 쿠폰 이름 	varchar(125)	YES	NULL		
tb_coupon	cu_issued	쿠폰지급방식	varchar(25)	YES	NULL		
tb_coupon	cu_type	쿠폰타입 : ratio=정률할인, money=정액할인,rewards=코인지급,product=특정상품전용, shop=대면상담지류쿠폰	enum('ratio','money','rewards','product','shop')	YES	money		
tb_coupon	cu_target	new : 신규지급, all : 전체지급 , select : 선택지급 , none : 미지정	enum('new','all','select','none')	YES	NULL		
tb_coupon	cu_ratio	 쿠폰 할인율 	int unsigned	NO	0		
tb_coupon	cu_money	 쿠폰 할인금액 	int unsigned	NO	0		
tb_coupon	cu_rewards	  	int unsigned	NO	0		
tb_coupon	cu_min_order	 최소 주문 금액 	int unsigned	NO	0		
tb_coupon	cu_max_discount	 쿠폰 최대 할인금액 	int unsigned	NO	0		
tb_coupon	cu_use_term	 쿠폰 사용 기간 설정 	int	YES	0		
tb_coupon	cu_reg_start	쿠폰 등록 시작일	timestamp	YES	NULL		
tb_coupon	cu_reg_end	쿠폰 등록 종료일	timestamp	YES	NULL		
tb_coupon	cu_start_date	쿠폰 사용 시작일	timestamp	YES	NULL		
tb_coupon	cu_expire_date	 쿠폰 사용 종료일 	timestamp	YES	NULL		
tb_coupon	cu_status	 쿠폰 사용 가능 상태 : 사용가능=Y, 사용불가=N 	enum('Y','N')	NO	Y		
tb_coupon	cu_count	 쿠폰 발급 개수 	int unsigned	YES	0		
tb_coupon	cu_use_cnt	 쿠폰 사용 개수 	int unsigned	NO	0		
tb_coupon	regist_id	 등록자 아이디 : 상담사=상담사코드, 회원=회원코드, 관리자=관리자 코드, 시스템=system 	varchar(25)	YES	NULL		
tb_coupon	regist_date	 등록일 	timestamp	NO	CURRENT_TIMESTAMP		DEFAULT_GENERATED
tb_coupon	last_update_date	 최근수정일 	timestamp	NO	CURRENT_TIMESTAMP		DEFAULT_GENERATED
tb_coupon	ce_code	상담사 코드	varchar(25)	YES	NULL		
tb_coupon	cu_supplier	직접입력 공급처	varchar(256)	YES	NULL		
tb_coupon	cu_opt_join_date	발급대상 가입일 제한	timestamp	YES	NULL		
tb_coupon_list	cui_no	 쿠폰 일련번호 	int unsigned	NO	NULL	PRI	auto_increment
tb_coupon_list	st_code	 사이트 코드 	varchar(25)	YES	NULL		
tb_coupon_list	cui_code	 쿠폰 사용 코드 : func_get_cui_code 함수를 이용하여 추출 	varchar(50)	NO	NULL		
tb_coupon_list	cu_code	 쿠폰 코드 : func_get_cu_code로 생성 	varchar(25)	YES	NULL	MUL	
tb_coupon_list	cui_target_ac	 쿠폰 사용예정 계정 코드 : ac_code 입력 	varchar(25)	YES	NULL		
tb_coupon_list	cui_target_phone	쿠폰사용 회원 핸드폰	varchar(25)	YES	NULL		
tb_coupon_list	cui_issue_date	 쿠폰 발행일 	timestamp	YES	NULL		
tb_coupon_list	cui_use_ac	 쿠폰 사용완료 계정코드 	varchar(25)	YES	NULL		
tb_coupon_list	cui_use_date	 쿠폰 사용일 	timestamp	YES	NULL		
tb_coupon_list	cui_user_date	쿠폰 사용자 등록일	timestamp	YES	NULL		
tb_coupon_list	cui_expire_date	쿠폰 기한 만료일	timestamp	YES	NULL		
tb_coupon_list	cui_status	쿠폰 사용 가능 여부	enum('Y','N')	YES	NULL		
tb_cp_info	cp_no	협력사 수수료율	int unsigned	NO	NULL	PRI	auto_increment
tb_cp_info	cp_ratio	협력사 수수료율	decimal(3,2)	NO	0.00		
tb_cp_info	cp_ratio_free	협력사 무료 수수료율	decimal(3,2)	NO	0.00		
tb_cp_info	cp_type	협력사 유형	varchar(10)	NO	NULL		
tb_cp_info	cp_name	협력사 이름	varchar(20)	YES	NULL		
tb_cp_info	cp_code	협력사 코드	varchar(10)	NO	NULL	UNI	
tb_cp_info	cp_repre_name	협력사 대표이름	varchar(10)	YES	NULL		
tb_cp_info	cp_repre_name_kana	협력사 대표이름 카타카나	varchar(10)	YES	NULL		
tb_cp_info	cp_id	협력사 계정 아이디	varchar(256)	NO	NULL	UNI	
tb_cp_info	cp_password	협력사 계정 비번	varchar(256)	NO	NULL		
tb_cp_info	cp_connect_number	협력사 연결전화번호	varchar(25)	NO	NULL		
tb_cp_info	cp_addr	협력사 주소	varchar(256)	NO	NULL		
tb_cp_info	cp_invoice	협력사 인보이스 코드	varchar(25)	YES	NULL		
tb_cp_info	cp_bank_name	협력사 은행이름	varchar(25)	NO	NULL		
tb_cp_info	cp_bank_code	협력사 은행코드	varchar(256)	YES	NULL		
tb_cp_info	cp_bank_branch	협력사 지점명	varchar(25)	YES	NULL		
tb_cp_info	cp_bank_branch_code	협력사 지점코드	varchar(100)	YES	NULL		
tb_cp_info	cp_bank_account_type	협력사 계좌타입	varchar(25)	NO	NULL		
tb_cp_info	cp_bank_account_no	협력사 계좌번호	varchar(125)	NO	NULL		
tb_cp_info	cp_bank_account_name	협력사 계좌 예금주	varchar(10)	NO	NULL		
tb_cp_info	cp_contract_file	협력사 계약서	varchar(512)	YES	NULL		
tb_cp_info	cp_contract_file_name	협력사 계약서 파일 name	varchar(512)	YES	NULL		
tb_cp_info	cp_status	협력사 상태 (1 => 이용대기, 2 => 이용가능, 3=> 이용불가)	tinyint unsigned	NO	1		
tb_cp_info	regist_id	등록자	varchar(25)	YES	NULL		
tb_cp_info	regist_date	등록일	timestamp	NO	CURRENT_TIMESTAMP		DEFAULT_GENERATED
tb_cp_info	update_id	수정자	varchar(25)	YES	NULL		
tb_cp_info	update_date	수정일	timestamp	YES	NULL		on update CURRENT_TIMESTAMP
tb_cp_info	update_ratio_date	수수료율 수정일	timestamp	YES	NULL		
tb_cp_info	clear_id	해제자	varchar(25)	YES	NULL		
tb_cp_info	clear_date	해제일	timestamp	YES	NULL		
tb_cp_menu	cp_id		int unsigned	NO	NULL	PRI	auto_increment
tb_cp_menu	main_code	메인 코드, 양의 정수	int unsigned	NO	NULL	UNI	
tb_cp_menu	name	메뉴 이름	varchar(100)	NO	NULL		
tb_cp_menu	icon	아이콘 클래스명	varchar(100)	NO	NULL		
tb_cp_menu	url	URL, 최대 100자	varchar(100)	NO	NULL		
tb_cp_menu	sort_order	정렬 순서, 유니크	int unsigned	NO	NULL	UNI	
tb_cp_menu	regist_date	레코드 생성 시간	timestamp	NO	CURRENT_TIMESTAMP		DEFAULT_GENERATED
tb_cp_menu	last_update_date	레코드 마지막 업데이트 시간	timestamp	YES	NULL		on update CURRENT_TIMESTAMP
tb_daily_status	d_id	pk	int unsigned	NO	NULL	PRI	auto_increment
tb_daily_status	d_day	등록일 	datetime	YES	NULL	MUL	
tb_daily_status	hong	홍카페 일별 신규 가입자 수	int	NO	0		
tb_daily_status	hong060		int	NO	NULL		
tb_daily_status	hongDel		int	NO	NULL		
tb_daily_status	hongComment	홍카페 일별 후기 등록 수	int	NO	0		
tb_daily_status	healing	홍카페 일별 활동한 상담사 수	int	NO	0		
tb_daily_status	healing060	힐링운세 일별 신규 가입자 수	int	NO	0		
tb_daily_status	healingDel	힐링운세 일별 후기 등록 수	int	NO	0		
tb_daily_status	healingComment	힐링운세 일별 활동한 상담사 수	int	NO	0		
tb_event	ev_id	 이벤트 아이디 : func_get_ev_id() 활용 	varchar(25)	NO	NULL	PRI	
tb_event	st_code	 사이트 코드 	varchar(25)	YES	NULL		
tb_event	ev_type		enum('Keyword','Payback','Roulette','Banner')	YES	Banner		
tb_event	ev_link	 링크가 있다면 뷰페이지로 안넘아가고 바로 링크된곳으로 넘어감 	varchar(255)	YES	NULL		
tb_event	ev_mobile_link	 링크가 있다면 뷰페이지로 안넘아가고 바로 링크된곳으로 넘어감 모바일용 	varchar(255)	YES	NULL		
tb_event	ev_app_link	링크가 있다면 뷰페이지로 안넘아가고 바로 링크된곳으로 넘어감 APP용	varchar(255)	YES	NULL		
tb_event	ev_subject	 이벤트 제목 	varchar(1000)	NO	NULL		
tb_event	ev_keyword	사용자 입력키워드	varchar(100)	YES	NULL		
tb_event	ev_min	최소입력값	int	YES	NULL		
tb_event	ev_max	입력최대값	int	YES	NULL		
tb_event	ev_reward_type	코인지급, 쿠폰지급 선택사항	enum('coin','coupon')	YES	NULL		
tb_event	ev_coin	리워드코인	int unsigned	YES	NULL		
tb_event	ev_coupon	tb_coupon : cu_code (쿠폰 부모 코드)	varchar(100)	YES	NULL		
tb_event	ev_total_limit	총 참여가능인원	int unsigned	YES	NULL		
tb_event	ev_day_limit	일일 참여가능인원	int unsigned	YES	NULL		
tb_event	ev_content	 이벤트 콘텐츠 : HTML을 그대로 입력함. 	mediumtext	YES	NULL		
tb_event	ev_mobile_content	 이벤트 모바일 콘텐츠 : HTML을 그대로 입력 	mediumtext	YES	NULL		
tb_event	ev_app_content	 이벤트 앱 콘텐츠 내용이 없다면 모바일 콘텐츠 노출 : HTML을 그대로 입력 	mediumtext	YES	NULL		
tb_event	ev_view	 이벤트 조회수 	int unsigned	NO	0		
tb_event	ev_startdate	 이벤트 시작날짜 	timestamp	YES	NULL		
tb_event	ev_enddate	 이벤트 종료날짜 	timestamp	YES	NULL		
tb_event	ev_status	이벤트 상태 : Y=진행, N=종료, H=대기	enum('Y','N','H')	NO	H		
tb_event	regist_id	 등록자 아이디 : 상담사=상담사코드, 회원=회원코드, 관리자=관리자 코드, 시스템=system 	varchar(512)	YES	NULL		
tb_event	regist_date	 등록일 	timestamp	NO	CURRENT_TIMESTAMP		DEFAULT_GENERATED
tb_event	last_update_date	 최근수정일 	timestamp	NO	CURRENT_TIMESTAMP		DEFAULT_GENERATED
tb_event	ev_pc_banner	 이벤트 PC 배너 	varchar(512)	YES	NULL		
tb_event	ev_mobile_banner	 이벤트 Mobile 배너 	varchar(512)	YES	NULL		
